group,filter,week,posts,comments,total
VPN,Unmatched (non-UK),2021-11-01,435,5895,6330
VPN,Unmatched (non-UK),2021-11-08,449,5650,6099
VPN,Unmatched (non-UK),2021-11-15,432,4646,5078
VPN,Unmatched (non-UK),2021-11-22,425,5356,5781
VPN,Unmatched (non-UK),2021-11-29,415,5383,5798
VPN,Unmatched (non-UK),2021-12-06,458,5181,5639
VPN,Unmatched (non-UK),2021-12-13,371,5241,5612
VPN,Unmatched (non-UK),2021-12-20,412,5816,6228
VPN,Unmatched (non-UK),2021-12-27,398,6516,6914
VPN,Unmatched (non-UK),2022-01-03,449,6697,7146
VPN,Unmatched (non-UK),2022-01-10,461,6023,6484
VPN,Unmatched (non-UK),2022-01-17,436,5911,6347
VPN,Unmatched (non-UK),2022-01-24,505,6046,6551
VPN,Unmatched (non-UK),2022-01-31,496,5928,6424
VPN,Unmatched (non-UK),2022-02-07,486,6333,6819
VPN,Unmatched (non-UK),2022-02-14,460,5919,6379
VPN,Unmatched (non-UK),2022-02-21,417,5449,5866
VPN,Unmatched (non-UK),2022-02-28,453,5435,5888
VPN,Unmatched (non-UK),2022-03-07,477,6052,6529
VPN,Unmatched (non-UK),2022-03-14,402,5837,6239
VPN,Unmatched (non-UK),2022-03-21,403,5493,5896
VPN,Unmatched (non-UK),2022-03-28,407,5051,5458
VPN,Unmatched (non-UK),2022-04-04,468,5232,5700
VPN,Unmatched (non-UK),2022-04-11,466,5414,5880
VPN,Unmatched (non-UK),2022-04-18,438,6084,6522
VPN,Unmatched (non-UK),2022-04-25,483,5053,5536
VPN,Unmatched (non-UK),2022-05-02,419,4871,5290
VPN,Unmatched (non-UK),2022-05-09,389,4804,5193
VPN,Unmatched (non-UK),2022-05-16,465,5517,5982
VPN,Unmatched (non-UK),2022-05-23,481,6356,6837
VPN,Unmatched (non-UK),2022-05-30,467,6299,6766
VPN,Unmatched (non-UK),2022-06-06,447,6133,6580
VPN,Unmatched (non-UK),2022-06-13,425,5266,5691
VPN,Unmatched (non-UK),2022-06-20,492,5579,6071
VPN,Unmatched (non-UK),2022-06-27,463,5686,6149
VPN,Unmatched (non-UK),2022-07-04,432,5359,5791
VPN,Unmatched (non-UK),2022-07-11,440,5684,6124
VPN,Unmatched (non-UK),2022-07-18,510,5478,5988
VPN,Unmatched (non-UK),2022-07-25,412,5581,5993
VPN,Unmatched (non-UK),2022-08-01,447,5285,5732
VPN,Unmatched (non-UK),2022-08-08,456,5834,6290
VPN,Unmatched (non-UK),2022-08-15,432,5592,6024
VPN,Unmatched (non-UK),2022-08-22,465,6135,6600
VPN,Unmatched (non-UK),2022-08-29,430,6638,7068
VPN,Unmatched (non-UK),2022-09-05,417,6384,6801
VPN,Unmatched (non-UK),2022-09-12,450,5635,6085
VPN,Unmatched (non-UK),2022-09-19,458,5756,6214
VPN,Unmatched (non-UK),2022-09-26,418,5367,5785
VPN,Unmatched (non-UK),2022-10-03,394,5194,5588
VPN,Unmatched (non-UK),2022-10-10,442,5662,6104
VPN,Unmatched (non-UK),2022-10-17,393,5955,6348
VPN,Unmatched (non-UK),2022-10-24,421,6094,6515
VPN,Unmatched (non-UK),2022-10-31,378,5786,6164
VPN,Unmatched (non-UK),2022-11-07,367,5555,5922
VPN,Unmatched (non-UK),2022-11-14,436,5106,5542
VPN,Unmatched (non-UK),2022-11-21,403,5601,6004
VPN,Unmatched (non-UK),2022-11-28,435,6158,6593
VPN,Unmatched (non-UK),2022-12-05,433,5364,5797
VPN,Unmatched (non-UK),2022-12-12,443,5854,6297
VPN,Unmatched (non-UK),2022-12-19,768,5630,6398
VPN,Unmatched (non-UK),2022-12-26,385,6358,6743
VPN,Unmatched (non-UK),2023-01-02,433,5693,6126
VPN,Unmatched (non-UK),2023-01-09,392,5423,5815
VPN,Unmatched (non-UK),2023-01-16,410,5695,6105
VPN,Unmatched (non-UK),2023-01-23,483,6783,7266
VPN,Unmatched (non-UK),2023-01-30,421,5371,5792
VPN,Unmatched (non-UK),2023-02-06,426,6074,6500
VPN,Unmatched (non-UK),2023-02-13,465,5893,6358
VPN,Unmatched (non-UK),2023-02-20,461,6113,6574
VPN,Unmatched (non-UK),2023-02-27,383,5782,6165
VPN,Unmatched (non-UK),2023-03-06,392,5338,5730
VPN,Unmatched (non-UK),2023-03-13,401,5125,5526
VPN,Unmatched (non-UK),2023-03-20,395,5118,5513
VPN,Unmatched (non-UK),2023-03-27,418,6260,6678
VPN,Unmatched (non-UK),2023-04-03,334,5010,5344
VPN,Unmatched (non-UK),2023-04-10,336,5029,5365
VPN,Unmatched (non-UK),2023-04-17,320,5669,5989
VPN,Unmatched (non-UK),2023-04-24,375,5674,6049
VPN,Unmatched (non-UK),2023-05-01,329,5643,5972
VPN,Unmatched (non-UK),2023-05-08,311,4859,5170
VPN,Unmatched (non-UK),2023-05-15,355,4675,5030
VPN,Unmatched (non-UK),2023-05-22,356,4846,5202
VPN,Unmatched (non-UK),2023-05-29,394,6032,6426
VPN,Unmatched (non-UK),2023-06-05,498,5933,6431
VPN,Unmatched (non-UK),2023-06-12,388,4072,4460
VPN,Unmatched (non-UK),2023-06-19,498,4074,4572
VPN,Unmatched (non-UK),2023-06-26,537,4336,4873
VPN,Unmatched (non-UK),2023-07-03,570,3970,4540
VPN,Unmatched (non-UK),2023-07-10,607,4615,5222
VPN,Unmatched (non-UK),2023-07-17,722,3886,4608
VPN,Unmatched (non-UK),2023-07-24,582,4132,4714
VPN,Unmatched (non-UK),2023-07-31,545,3612,4157
VPN,Unmatched (non-UK),2023-08-07,455,4380,4835
VPN,Unmatched (non-UK),2023-08-14,485,4217,4702
VPN,Unmatched (non-UK),2023-08-21,474,4055,4529
VPN,Unmatched (non-UK),2023-08-28,459,4064,4523
VPN,Unmatched (non-UK),2023-09-04,500,4704,5204
VPN,Unmatched (non-UK),2023-09-11,451,4331,4782
VPN,Unmatched (non-UK),2023-09-18,439,4460,4899
VPN,Unmatched (non-UK),2023-09-25,425,4397,4822
VPN,Unmatched (non-UK),2023-10-02,228,2336,2564
VPN,Unmatched (non-UK),2023-10-09,205,2048,2253
VPN,Unmatched (non-UK),2023-10-16,213,2244,2457
VPN,Unmatched (non-UK),2023-10-23,221,2402,2623
VPN,Unmatched (non-UK),2023-10-30,343,3579,3922
VPN,Unmatched (non-UK),2023-11-06,366,4573,4939
VPN,Unmatched (non-UK),2023-11-13,377,4770,5147
VPN,Unmatched (non-UK),2023-11-20,431,4427,4858
VPN,Unmatched (non-UK),2023-11-27,501,5047,5548
VPN,Unmatched (non-UK),2023-12-04,472,5464,5936
VPN,Unmatched (non-UK),2023-12-11,427,4879,5306
VPN,Unmatched (non-UK),2023-12-18,445,4873,5318
VPN,Unmatched (non-UK),2023-12-25,408,4941,5349
VPN,Unmatched (non-UK),2024-01-01,466,5241,5707
VPN,Unmatched (non-UK),2024-01-08,477,5038,5515
VPN,Unmatched (non-UK),2024-01-15,437,5018,5455
VPN,Unmatched (non-UK),2024-01-22,484,5773,6257
VPN,Unmatched (non-UK),2024-01-29,447,5867,6314
VPN,Unmatched (non-UK),2024-02-05,478,5872,6350
VPN,Unmatched (non-UK),2024-02-12,448,5903,6351
VPN,Unmatched (non-UK),2024-02-19,510,6595,7105
VPN,Unmatched (non-UK),2024-02-26,515,5860,6375
VPN,Unmatched (non-UK),2024-03-04,514,5340,5854
VPN,Unmatched (non-UK),2024-03-11,460,5505,5965
VPN,Unmatched (non-UK),2024-03-18,515,5323,5838
VPN,Unmatched (non-UK),2024-03-25,528,5725,6253
VPN,Unmatched (non-UK),2024-04-01,498,5854,6352
VPN,Unmatched (non-UK),2024-04-08,509,6307,6816
VPN,Unmatched (non-UK),2024-04-15,487,6664,7151
VPN,Unmatched (non-UK),2024-04-22,488,6112,6600
VPN,Unmatched (non-UK),2024-04-29,439,5096,5535
VPN,Unmatched (non-UK),2024-05-06,510,5317,5827
VPN,Unmatched (non-UK),2024-05-13,492,5328,5820
VPN,Unmatched (non-UK),2024-05-20,478,6577,7055
VPN,Unmatched (non-UK),2024-05-27,506,5868,6374
VPN,Unmatched (non-UK),2024-06-03,519,5634,6153
VPN,Unmatched (non-UK),2024-06-10,562,6209,6771
VPN,Unmatched (non-UK),2024-06-17,467,5917,6384
VPN,Unmatched (non-UK),2024-06-24,520,6307,6827
VPN,Unmatched (non-UK),2024-07-01,522,6466,6988
VPN,Unmatched (non-UK),2024-07-08,496,5717,6213
VPN,Unmatched (non-UK),2024-07-15,500,6446,6946
VPN,Unmatched (non-UK),2024-07-22,528,6098,6626
VPN,Unmatched (non-UK),2024-07-29,570,7357,7927
VPN,Unmatched (non-UK),2024-08-05,507,6941,7448
VPN,Unmatched (non-UK),2024-08-12,588,6379,6967
VPN,Unmatched (non-UK),2024-08-19,530,6674,7204
VPN,Unmatched (non-UK),2024-08-26,561,7185,7746
VPN,Unmatched (non-UK),2024-09-02,560,7450,8010
VPN,Unmatched (non-UK),2024-09-09,549,6790,7339
VPN,Unmatched (non-UK),2024-09-16,585,7612,8197
VPN,Unmatched (non-UK),2024-09-23,583,7871,8454
VPN,Unmatched (non-UK),2024-09-30,575,7589,8164
VPN,Unmatched (non-UK),2024-10-07,564,6936,7500
VPN,Unmatched (non-UK),2024-10-14,538,6856,7394
VPN,Unmatched (non-UK),2024-10-21,500,6249,6749
VPN,Unmatched (non-UK),2024-10-28,529,5473,6002
VPN,Unmatched (non-UK),2024-11-04,503,6680,7183
VPN,Unmatched (non-UK),2024-11-11,522,5886,6408
VPN,Unmatched (non-UK),2024-11-18,528,5499,6027
VPN,Unmatched (non-UK),2024-11-25,462,5032,5494
VPN,Unmatched (non-UK),2024-12-02,477,5347,5824
VPN,Unmatched (non-UK),2024-12-09,524,5811,6335
VPN,Unmatched (non-UK),2024-12-16,516,5759,6275
VPN,Unmatched (non-UK),2024-12-23,483,5390,5873
VPN,Unmatched (non-UK),2024-12-30,556,7469,8025
VPN,Unmatched (non-UK),2025-01-06,549,6836,7385
VPN,Unmatched (non-UK),2025-01-13,644,9768,10412
VPN,Unmatched (non-UK),2025-01-20,593,7336,7929
VPN,Unmatched (non-UK),2025-01-27,563,8859,9422
VPN,Unmatched (non-UK),2025-02-03,599,8724,9323
VPN,Unmatched (non-UK),2025-02-10,604,9881,10485
VPN,Unmatched (non-UK),2025-02-17,650,10324,10974
VPN,Unmatched (non-UK),2025-02-24,647,9292,9939
VPN,Unmatched (non-UK),2025-03-03,535,7546,8081
VPN,Unmatched (non-UK),2025-03-10,469,6429,6898
VPN,Unmatched (non-UK),2025-03-17,454,6346,6800
VPN,Unmatched (non-UK),2025-03-24,480,5631,6111
VPN,Unmatched (non-UK),2025-03-31,396,5770,6166
VPN,Unmatched (non-UK),2025-04-07,425,5217,5642
VPN,Unmatched (non-UK),2025-04-14,521,6098,6619
VPN,Unmatched (non-UK),2025-04-21,463,7357,7820
VPN,Unmatched (non-UK),2025-04-28,415,5190,5605
VPN,Unmatched (non-UK),2025-05-05,406,5113,5519
VPN,Unmatched (non-UK),2025-05-12,357,5602,5959
VPN,Unmatched (non-UK),2025-05-19,397,4899,5296
VPN,Unmatched (non-UK),2025-05-26,383,5727,6110
VPN,Unmatched (non-UK),2025-06-02,482,6034,6516
VPN,Unmatched (non-UK),2025-06-09,438,5487,5925
VPN,Unmatched (non-UK),2025-06-16,423,6488,6911
VPN,Unmatched (non-UK),2025-06-23,507,7689,8196
VPN,Unmatched (non-UK),2025-06-30,582,6697,7279
VPN,Unmatched (non-UK),2025-07-07,528,6634,7162
VPN,Unmatched (non-UK),2025-07-14,457,5969,6426
VPN,Unmatched (non-UK),2025-07-21,543,8289,8832
VPN,Unmatched (non-UK),2025-07-28,636,10197,10833
VPN,Unmatched (non-UK),2025-08-04,642,11050,11692
VPN,Unmatched (non-UK),2025-08-11,708,9184,9892
VPN,Unmatched (non-UK),2025-08-18,611,9640,10251
VPN,Unmatched (non-UK),2025-08-25,734,10978,11712
VPN,Unmatched (non-UK),2025-09-01,766,10324,11090
VPN,Unmatched (non-UK),2025-09-08,690,9731,10421
VPN,Unmatched (non-UK),2025-09-15,705,11734,12439
VPN,Unmatched (non-UK),2025-09-22,610,9175,9785
VPN,Unmatched (non-UK),2025-09-29,593,10078,10671
VPN,Unmatched (non-UK),2025-10-06,580,9119,9699
VPN,Unmatched (non-UK),2025-10-13,552,8509,9061
VPN,Unmatched (non-UK),2025-10-20,565,8509,9074
VPN,Unmatched,2021-11-01,463,6413,6876
VPN,Unmatched,2021-11-08,483,6106,6589
VPN,Unmatched,2021-11-15,459,5010,5469
VPN,Unmatched,2021-11-22,456,5775,6231
VPN,Unmatched,2021-11-29,438,5818,6256
VPN,Unmatched,2021-12-06,503,5561,6064
VPN,Unmatched,2021-12-13,407,5731,6138
VPN,Unmatched,2021-12-20,439,6348,6787
VPN,Unmatched,2021-12-27,427,6984,7411
VPN,Unmatched,2022-01-03,492,7339,7831
VPN,Unmatched,2022-01-10,504,6562,7066
VPN,Unmatched,2022-01-17,476,6598,7074
VPN,Unmatched,2022-01-24,536,6522,7058
VPN,Unmatched,2022-01-31,538,6476,7014
VPN,Unmatched,2022-02-07,531,6885,7416
VPN,Unmatched,2022-02-14,495,6393,6888
VPN,Unmatched,2022-02-21,450,5867,6317
VPN,Unmatched,2022-02-28,478,5838,6316
VPN,Unmatched,2022-03-07,510,6569,7079
VPN,Unmatched,2022-03-14,432,6419,6851
VPN,Unmatched,2022-03-21,430,5956,6386
VPN,Unmatched,2022-03-28,428,5455,5883
VPN,Unmatched,2022-04-04,498,5677,6175
VPN,Unmatched,2022-04-11,489,5849,6338
VPN,Unmatched,2022-04-18,473,6591,7064
VPN,Unmatched,2022-04-25,523,5515,6038
VPN,Unmatched,2022-05-02,453,5286,5739
VPN,Unmatched,2022-05-09,420,5185,5605
VPN,Unmatched,2022-05-16,484,5875,6359
VPN,Unmatched,2022-05-23,512,6886,7398
VPN,Unmatched,2022-05-30,488,6777,7265
VPN,Unmatched,2022-06-06,473,6598,7071
VPN,Unmatched,2022-06-13,453,5673,6126
VPN,Unmatched,2022-06-20,522,5971,6493
VPN,Unmatched,2022-06-27,491,6050,6541
VPN,Unmatched,2022-07-04,459,5692,6151
VPN,Unmatched,2022-07-11,462,6166,6628
VPN,Unmatched,2022-07-18,539,5921,6460
VPN,Unmatched,2022-07-25,432,5987,6419
VPN,Unmatched,2022-08-01,472,5739,6211
VPN,Unmatched,2022-08-08,489,6340,6829
VPN,Unmatched,2022-08-15,480,6013,6493
VPN,Unmatched,2022-08-22,504,6645,7149
VPN,Unmatched,2022-08-29,446,7175,7621
VPN,Unmatched,2022-09-05,448,6879,7327
VPN,Unmatched,2022-09-12,486,6093,6579
VPN,Unmatched,2022-09-19,495,6198,6693
VPN,Unmatched,2022-09-26,455,5798,6253
VPN,Unmatched,2022-10-03,418,5682,6100
VPN,Unmatched,2022-10-10,477,6142,6619
VPN,Unmatched,2022-10-17,429,6526,6955
VPN,Unmatched,2022-10-24,459,6559,7018
VPN,Unmatched,2022-10-31,394,6183,6577
VPN,Unmatched,2022-11-07,392,5994,6386
VPN,Unmatched,2022-11-14,465,5514,5979
VPN,Unmatched,2022-11-21,436,6027,6463
VPN,Unmatched,2022-11-28,467,6599,7066
VPN,Unmatched,2022-12-05,474,5791,6265
VPN,Unmatched,2022-12-12,466,6474,6940
VPN,Unmatched,2022-12-19,800,6098,6898
VPN,Unmatched,2022-12-26,411,7038,7449
VPN,Unmatched,2023-01-02,458,6201,6659
VPN,Unmatched,2023-01-09,421,5903,6324
VPN,Unmatched,2023-01-16,444,6190,6634
VPN,Unmatched,2023-01-23,522,7367,7889
VPN,Unmatched,2023-01-30,463,5781,6244
VPN,Unmatched,2023-02-06,456,6656,7112
VPN,Unmatched,2023-02-13,497,6311,6808
VPN,Unmatched,2023-02-20,491,6595,7086
VPN,Unmatched,2023-02-27,422,6269,6691
VPN,Unmatched,2023-03-06,422,5799,6221
VPN,Unmatched,2023-03-13,428,5577,6005
VPN,Unmatched,2023-03-20,416,5557,5973
VPN,Unmatched,2023-03-27,442,6743,7185
VPN,Unmatched,2023-04-03,365,5420,5785
VPN,Unmatched,2023-04-10,355,5449,5804
VPN,Unmatched,2023-04-17,347,6125,6472
VPN,Unmatched,2023-04-24,404,6063,6467
VPN,Unmatched,2023-05-01,364,6102,6466
VPN,Unmatched,2023-05-08,337,5285,5622
VPN,Unmatched,2023-05-15,382,5048,5430
VPN,Unmatched,2023-05-22,383,5281,5664
VPN,Unmatched,2023-05-29,430,6584,7014
VPN,Unmatched,2023-06-05,531,6492,7023
VPN,Unmatched,2023-06-12,415,4495,4910
VPN,Unmatched,2023-06-19,528,4465,4993
VPN,Unmatched,2023-06-26,565,4824,5389
VPN,Unmatched,2023-07-03,602,4469,5071
VPN,Unmatched,2023-07-10,634,5056,5690
VPN,Unmatched,2023-07-17,760,4315,5075
VPN,Unmatched,2023-07-24,618,4481,5099
VPN,Unmatched,2023-07-31,570,3994,4564
VPN,Unmatched,2023-08-07,484,4770,5254
VPN,Unmatched,2023-08-14,520,4607,5127
VPN,Unmatched,2023-08-21,503,4460,4963
VPN,Unmatched,2023-08-28,490,4541,5031
VPN,Unmatched,2023-09-04,528,5189,5717
VPN,Unmatched,2023-09-11,481,4750,5231
VPN,Unmatched,2023-09-18,469,4827,5296
VPN,Unmatched,2023-09-25,447,4800,5247
VPN,Unmatched,2023-10-02,245,2571,2816
VPN,Unmatched,2023-10-09,226,2280,2506
VPN,Unmatched,2023-10-16,233,2506,2739
VPN,Unmatched,2023-10-23,238,2638,2876
VPN,Unmatched,2023-10-30,361,3947,4308
VPN,Unmatched,2023-11-06,389,4996,5385
VPN,Unmatched,2023-11-13,399,5248,5647
VPN,Unmatched,2023-11-20,463,4798,5261
VPN,Unmatched,2023-11-27,524,5565,6089
VPN,Unmatched,2023-12-04,500,5964,6464
VPN,Unmatched,2023-12-11,461,5290,5751
VPN,Unmatched,2023-12-18,476,5372,5848
VPN,Unmatched,2023-12-25,427,5339,5766
VPN,Unmatched,2024-01-01,484,5713,6197
VPN,Unmatched,2024-01-08,501,5473,5974
VPN,Unmatched,2024-01-15,463,5413,5876
VPN,Unmatched,2024-01-22,513,6477,6990
VPN,Unmatched,2024-01-29,480,6443,6923
VPN,Unmatched,2024-02-05,506,6480,6986
VPN,Unmatched,2024-02-12,479,6494,6973
VPN,Unmatched,2024-02-19,537,7164,7701
VPN,Unmatched,2024-02-26,542,6474,7016
VPN,Unmatched,2024-03-04,546,5841,6387
VPN,Unmatched,2024-03-11,496,6085,6581
VPN,Unmatched,2024-03-18,552,5849,6401
VPN,Unmatched,2024-03-25,573,6308,6881
VPN,Unmatched,2024-04-01,540,6459,6999
VPN,Unmatched,2024-04-08,544,6847,7391
VPN,Unmatched,2024-04-15,532,7327,7859
VPN,Unmatched,2024-04-22,518,6792,7310
VPN,Unmatched,2024-04-29,474,5606,6080
VPN,Unmatched,2024-05-06,546,5891,6437
VPN,Unmatched,2024-05-13,536,5819,6355
VPN,Unmatched,2024-05-20,509,7375,7884
VPN,Unmatched,2024-05-27,527,6414,6941
VPN,Unmatched,2024-06-03,557,6188,6745
VPN,Unmatched,2024-06-10,585,6726,7311
VPN,Unmatched,2024-06-17,503,6456,6959
VPN,Unmatched,2024-06-24,558,6888,7446
VPN,Unmatched,2024-07-01,559,7045,7604
VPN,Unmatched,2024-07-08,531,6129,6660
VPN,Unmatched,2024-07-15,534,7077,7611
VPN,Unmatched,2024-07-22,565,6687,7252
VPN,Unmatched,2024-07-29,611,8089,8700
VPN,Unmatched,2024-08-05,545,7508,8053
VPN,Unmatched,2024-08-12,625,7046,7671
VPN,Unmatched,2024-08-19,574,7312,7886
VPN,Unmatched,2024-08-26,593,7862,8455
VPN,Unmatched,2024-09-02,593,8178,8771
VPN,Unmatched,2024-09-09,589,7380,7969
VPN,Unmatched,2024-09-16,616,8361,8977
VPN,Unmatched,2024-09-23,615,8617,9232
VPN,Unmatched,2024-09-30,622,8218,8840
VPN,Unmatched,2024-10-07,610,7521,8131
VPN,Unmatched,2024-10-14,573,7560,8133
VPN,Unmatched,2024-10-21,543,6917,7460
VPN,Unmatched,2024-10-28,564,6054,6618
VPN,Unmatched,2024-11-04,552,7333,7885
VPN,Unmatched,2024-11-11,560,6439,6999
VPN,Unmatched,2024-11-18,570,6039,6609
VPN,Unmatched,2024-11-25,488,5556,6044
VPN,Unmatched,2024-12-02,513,5818,6331
VPN,Unmatched,2024-12-09,548,6451,6999
VPN,Unmatched,2024-12-16,541,6326,6867
VPN,Unmatched,2024-12-23,517,5963,6480
VPN,Unmatched,2024-12-30,584,8206,8790
VPN,Unmatched,2025-01-06,579,7468,8047
VPN,Unmatched,2025-01-13,683,10804,11487
VPN,Unmatched,2025-01-20,621,7951,8572
VPN,Unmatched,2025-01-27,604,9706,10310
VPN,Unmatched,2025-02-03,640,9599,10239
VPN,Unmatched,2025-02-10,650,10812,11462
VPN,Unmatched,2025-02-17,705,11601,12306
VPN,Unmatched,2025-02-24,696,10392,11088
VPN,Unmatched,2025-03-03,567,8253,8820
VPN,Unmatched,2025-03-10,501,7072,7573
VPN,Unmatched,2025-03-17,489,6917,7406
VPN,Unmatched,2025-03-24,509,6184,6693
VPN,Unmatched,2025-03-31,425,6429,6854
VPN,Unmatched,2025-04-07,460,5741,6201
VPN,Unmatched,2025-04-14,566,6774,7340
VPN,Unmatched,2025-04-21,497,8156,8653
VPN,Unmatched,2025-04-28,434,5685,6119
VPN,Unmatched,2025-05-05,438,5592,6030
VPN,Unmatched,2025-05-12,383,6206,6589
VPN,Unmatched,2025-05-19,430,5383,5813
VPN,Unmatched,2025-05-26,409,6318,6727
VPN,Unmatched,2025-06-02,523,6679,7202
VPN,Unmatched,2025-06-09,467,5999,6466
VPN,Unmatched,2025-06-16,450,7273,7723
VPN,Unmatched,2025-06-23,544,8522,9066
VPN,Unmatched,2025-06-30,613,7376,7989
VPN,Unmatched,2025-07-07,559,7487,8046
VPN,Unmatched,2025-07-14,500,6728,7228
VPN,Unmatched,2025-07-21,599,9559,10158
VPN,Unmatched,2025-07-28,690,12244,12934
VPN,Unmatched,2025-08-04,699,12781,13480
VPN,Unmatched,2025-08-11,751,10678,11429
VPN,Unmatched,2025-08-18,653,11374,12027
VPN,Unmatched,2025-08-25,771,12323,13094
VPN,Unmatched,2025-09-01,811,11522,12333
VPN,Unmatched,2025-09-08,733,10942,11675
VPN,Unmatched,2025-09-15,753,13227,13980
VPN,Unmatched,2025-09-22,667,10343,11010
VPN,Unmatched,2025-09-29,639,11384,12023
VPN,Unmatched,2025-10-06,623,10193,10816
VPN,Unmatched,2025-10-13,581,9469,10050
VPN,Unmatched,2025-10-20,581,9391,9972
VPN,Unmatched (UK),2021-11-01,28,518,546
VPN,Unmatched (UK),2021-11-08,34,456,490
VPN,Unmatched (UK),2021-11-15,27,364,391
VPN,Unmatched (UK),2021-11-22,31,419,450
VPN,Unmatched (UK),2021-11-29,23,435,458
VPN,Unmatched (UK),2021-12-06,45,380,425
VPN,Unmatched (UK),2021-12-13,36,490,526
VPN,Unmatched (UK),2021-12-20,27,532,559
VPN,Unmatched (UK),2021-12-27,29,468,497
VPN,Unmatched (UK),2022-01-03,43,642,685
VPN,Unmatched (UK),2022-01-10,43,539,582
VPN,Unmatched (UK),2022-01-17,40,687,727
VPN,Unmatched (UK),2022-01-24,31,476,507
VPN,Unmatched (UK),2022-01-31,42,548,590
VPN,Unmatched (UK),2022-02-07,45,552,597
VPN,Unmatched (UK),2022-02-14,35,474,509
VPN,Unmatched (UK),2022-02-21,33,418,451
VPN,Unmatched (UK),2022-02-28,25,403,428
VPN,Unmatched (UK),2022-03-07,33,517,550
VPN,Unmatched (UK),2022-03-14,30,582,612
VPN,Unmatched (UK),2022-03-21,27,463,490
VPN,Unmatched (UK),2022-03-28,21,404,425
VPN,Unmatched (UK),2022-04-04,30,445,475
VPN,Unmatched (UK),2022-04-11,23,435,458
VPN,Unmatched (UK),2022-04-18,35,507,542
VPN,Unmatched (UK),2022-04-25,40,462,502
VPN,Unmatched (UK),2022-05-02,34,415,449
VPN,Unmatched (UK),2022-05-09,31,381,412
VPN,Unmatched (UK),2022-05-16,19,358,377
VPN,Unmatched (UK),2022-05-23,31,530,561
VPN,Unmatched (UK),2022-05-30,21,478,499
VPN,Unmatched (UK),2022-06-06,26,465,491
VPN,Unmatched (UK),2022-06-13,28,407,435
VPN,Unmatched (UK),2022-06-20,30,392,422
VPN,Unmatched (UK),2022-06-27,28,364,392
VPN,Unmatched (UK),2022-07-04,27,333,360
VPN,Unmatched (UK),2022-07-11,22,482,504
VPN,Unmatched (UK),2022-07-18,29,443,472
VPN,Unmatched (UK),2022-07-25,20,406,426
VPN,Unmatched (UK),2022-08-01,25,454,479
VPN,Unmatched (UK),2022-08-08,33,506,539
VPN,Unmatched (UK),2022-08-15,48,421,469
VPN,Unmatched (UK),2022-08-22,39,510,549
VPN,Unmatched (UK),2022-08-29,16,537,553
VPN,Unmatched (UK),2022-09-05,31,495,526
VPN,Unmatched (UK),2022-09-12,36,458,494
VPN,Unmatched (UK),2022-09-19,37,442,479
VPN,Unmatched (UK),2022-09-26,37,431,468
VPN,Unmatched (UK),2022-10-03,24,488,512
VPN,Unmatched (UK),2022-10-10,35,480,515
VPN,Unmatched (UK),2022-10-17,36,571,607
VPN,Unmatched (UK),2022-10-24,38,465,503
VPN,Unmatched (UK),2022-10-31,16,397,413
VPN,Unmatched (UK),2022-11-07,25,439,464
VPN,Unmatched (UK),2022-11-14,29,408,437
VPN,Unmatched (UK),2022-11-21,33,426,459
VPN,Unmatched (UK),2022-11-28,32,441,473
VPN,Unmatched (UK),2022-12-05,41,427,468
VPN,Unmatched (UK),2022-12-12,23,620,643
VPN,Unmatched (UK),2022-12-19,32,468,500
VPN,Unmatched (UK),2022-12-26,26,680,706
VPN,Unmatched (UK),2023-01-02,25,508,533
VPN,Unmatched (UK),2023-01-09,29,480,509
VPN,Unmatched (UK),2023-01-16,34,495,529
VPN,Unmatched (UK),2023-01-23,39,584,623
VPN,Unmatched (UK),2023-01-30,42,410,452
VPN,Unmatched (UK),2023-02-06,30,582,612
VPN,Unmatched (UK),2023-02-13,32,418,450
VPN,Unmatched (UK),2023-02-20,30,482,512
VPN,Unmatched (UK),2023-02-27,39,487,526
VPN,Unmatched (UK),2023-03-06,30,461,491
VPN,Unmatched (UK),2023-03-13,27,452,479
VPN,Unmatched (UK),2023-03-20,21,439,460
VPN,Unmatched (UK),2023-03-27,24,483,507
VPN,Unmatched (UK),2023-04-03,31,410,441
VPN,Unmatched (UK),2023-04-10,19,420,439
VPN,Unmatched (UK),2023-04-17,27,456,483
VPN,Unmatched (UK),2023-04-24,29,389,418
VPN,Unmatched (UK),2023-05-01,35,459,494
VPN,Unmatched (UK),2023-05-08,26,426,452
VPN,Unmatched (UK),2023-05-15,27,373,400
VPN,Unmatched (UK),2023-05-22,27,435,462
VPN,Unmatched (UK),2023-05-29,36,552,588
VPN,Unmatched (UK),2023-06-05,33,559,592
VPN,Unmatched (UK),2023-06-12,27,423,450
VPN,Unmatched (UK),2023-06-19,30,391,421
VPN,Unmatched (UK),2023-06-26,28,488,516
VPN,Unmatched (UK),2023-07-03,32,499,531
VPN,Unmatched (UK),2023-07-10,27,441,468
VPN,Unmatched (UK),2023-07-17,38,429,467
VPN,Unmatched (UK),2023-07-24,36,349,385
VPN,Unmatched (UK),2023-07-31,25,382,407
VPN,Unmatched (UK),2023-08-07,29,390,419
VPN,Unmatched (UK),2023-08-14,35,390,425
VPN,Unmatched (UK),2023-08-21,29,405,434
VPN,Unmatched (UK),2023-08-28,31,477,508
VPN,Unmatched (UK),2023-09-04,28,485,513
