group,definition,k,week,posts,comments,total
VPN,Raw,3,2024-02-26,15,150,165
VPN,Raw,4,2024-02-26,6,102,108
VPN,Raw,5,2024-02-26,3,74,77
VPN,Raw,1,2024-03-04,55,594,649
VPN,Raw,2,2024-03-04,29,254,283
VPN,Raw,3,2024-03-04,16,163,179
VPN,Raw,4,2024-03-04,10,130,140
VPN,Raw,5,2024-03-04,7,109,116
VPN,Raw,1,2024-03-11,58,663,721
VPN,Raw,2,2024-03-11,23,264,287
VPN,Raw,3,2024-03-11,15,178,193
VPN,Raw,4,2024-03-11,7,125,132
VPN,Raw,5,2024-03-11,5,109,114
VPN,Raw,1,2024-03-18,56,604,660
VPN,Raw,2,2024-03-18,20,250,270
VPN,Raw,3,2024-03-18,8,186,194
VPN,Raw,4,2024-03-18,5,139,144
VPN,Raw,5,2024-03-18,3,74,77
VPN,Raw,1,2024-03-25,66,647,713
VPN,Raw,2,2024-03-25,31,253,284
VPN,Raw,3,2024-03-25,14,165,179
VPN,Raw,4,2024-03-25,9,123,132
VPN,Raw,5,2024-03-25,7,91,98
VPN,Raw,1,2024-04-01,68,713,781
VPN,Raw,2,2024-04-01,25,221,246
VPN,Raw,3,2024-04-01,12,149,161
VPN,Raw,4,2024-04-01,10,94,104
VPN,Raw,5,2024-04-01,7,69,76
VPN,Raw,1,2024-04-08,66,637,703
VPN,Raw,2,2024-04-08,15,223,238
VPN,Raw,3,2024-04-08,7,132,139
VPN,Raw,4,2024-04-08,4,83,87
VPN,Raw,5,2024-04-08,2,67,69
VPN,Raw,1,2024-04-15,63,745,808
VPN,Raw,2,2024-04-15,21,275,296
VPN,Raw,3,2024-04-15,5,160,165
VPN,Raw,4,2024-04-15,4,112,116
VPN,Raw,5,2024-04-15,3,95,98
VPN,Raw,1,2024-04-22,47,755,802
VPN,Raw,2,2024-04-22,19,246,265
VPN,Raw,3,2024-04-22,10,158,168
VPN,Raw,4,2024-04-22,8,112,120
VPN,Raw,5,2024-04-22,7,92,99
VPN,Raw,1,2024-04-29,49,602,651
VPN,Raw,2,2024-04-29,18,202,220
VPN,Raw,3,2024-04-29,7,129,136
VPN,Raw,4,2024-04-29,4,100,104
VPN,Raw,5,2024-04-29,3,52,55
VPN,Raw,1,2024-05-06,61,677,738
VPN,Raw,2,2024-05-06,16,242,258
VPN,Raw,3,2024-05-06,10,159,169
VPN,Raw,4,2024-05-06,8,117,125
VPN,Raw,5,2024-05-06,4,66,70
VPN,Raw,1,2024-05-13,61,578,639
VPN,Raw,2,2024-05-13,20,168,188
VPN,Raw,3,2024-05-13,9,98,107
VPN,Raw,4,2024-05-13,5,72,77
VPN,Raw,5,2024-05-13,3,52,55
VPN,Raw,1,2024-05-20,58,866,924
VPN,Raw,2,2024-05-20,21,314,335
VPN,Raw,3,2024-05-20,14,178,192
VPN,Raw,4,2024-05-20,7,124,131
VPN,Raw,5,2024-05-20,2,97,99
VPN,Raw,1,2024-05-27,43,625,668
VPN,Raw,2,2024-05-27,26,229,255
VPN,Raw,3,2024-05-27,15,128,143
VPN,Raw,4,2024-05-27,8,79,87
VPN,Raw,5,2024-05-27,3,53,56
VPN,Raw,1,2024-06-03,53,620,673
VPN,Raw,2,2024-06-03,13,212,225
VPN,Raw,3,2024-06-03,5,119,124
VPN,Raw,4,2024-06-03,3,78,81
VPN,Raw,5,2024-06-03,2,37,39
VPN,Raw,1,2024-06-10,44,579,623
VPN,Raw,2,2024-06-10,10,213,223
VPN,Raw,3,2024-06-10,6,130,136
VPN,Raw,4,2024-06-10,5,81,86
VPN,Raw,5,2024-06-10,4,56,60
VPN,Raw,1,2024-06-17,58,634,692
VPN,Raw,2,2024-06-17,15,235,250
VPN,Raw,3,2024-06-17,9,158,167
VPN,Raw,4,2024-06-17,6,81,87
VPN,Raw,5,2024-06-17,3,67,70
VPN,Raw,1,2024-06-24,64,680,744
VPN,Raw,2,2024-06-24,27,262,289
VPN,Raw,3,2024-06-24,16,195,211
VPN,Raw,4,2024-06-24,9,136,145
VPN,Raw,5,2024-06-24,6,94,100
VPN,Raw,1,2024-07-01,55,693,748
VPN,Raw,2,2024-07-01,20,222,242
VPN,Raw,3,2024-07-01,13,138,151
VPN,Raw,4,2024-07-01,4,76,80
VPN,Raw,5,2024-07-01,2,46,48
VPN,Raw,1,2024-07-08,48,480,528
VPN,Raw,2,2024-07-08,19,182,201
VPN,Raw,3,2024-07-08,17,110,127
VPN,Raw,4,2024-07-08,13,78,91
VPN,Raw,5,2024-07-08,7,39,46
VPN,Raw,1,2024-07-15,50,717,767
VPN,Raw,2,2024-07-15,26,284,310
VPN,Raw,3,2024-07-15,10,184,194
VPN,Raw,4,2024-07-15,9,135,144
VPN,Raw,5,2024-07-15,7,92,99
VPN,Raw,1,2024-07-22,58,662,720
VPN,Raw,2,2024-07-22,15,241,256
VPN,Raw,3,2024-07-22,7,161,168
VPN,Raw,4,2024-07-22,4,109,113
VPN,Raw,5,2024-07-22,3,63,66
VPN,Raw,1,2024-07-29,68,840,908
VPN,Raw,2,2024-07-29,23,310,333
VPN,Raw,3,2024-07-29,11,203,214
VPN,Raw,4,2024-07-29,6,122,128
VPN,Raw,5,2024-07-29,3,86,89
VPN,Raw,1,2024-08-05,69,629,698
VPN,Raw,2,2024-08-05,24,252,276
VPN,Raw,3,2024-08-05,11,167,178
VPN,Raw,4,2024-08-05,9,100,109
VPN,Raw,5,2024-08-05,6,64,70
VPN,Raw,1,2024-08-12,58,794,852
VPN,Raw,2,2024-08-12,17,283,300
VPN,Raw,3,2024-08-12,9,163,172
VPN,Raw,4,2024-08-12,3,111,114
VPN,Raw,5,2024-08-12,3,77,80
VPN,Raw,1,2024-08-19,55,750,805
VPN,Raw,2,2024-08-19,14,292,306
VPN,Raw,3,2024-08-19,6,186,192
VPN,Raw,4,2024-08-19,4,110,114
VPN,Raw,5,2024-08-19,2,64,66
VPN,Raw,1,2024-08-26,55,784,839
VPN,Raw,2,2024-08-26,20,316,336
VPN,Raw,3,2024-08-26,10,202,212
VPN,Raw,4,2024-08-26,6,128,134
VPN,Raw,5,2024-08-26,4,93,97
VPN,Raw,1,2024-09-02,57,834,891
VPN,Raw,2,2024-09-02,22,353,375
VPN,Raw,3,2024-09-02,12,200,212
VPN,Raw,4,2024-09-02,8,118,126
VPN,Raw,5,2024-09-02,4,79,83
VPN,Raw,1,2024-09-09,64,671,735
VPN,Raw,2,2024-09-09,34,260,294
VPN,Raw,3,2024-09-09,19,139,158
VPN,Raw,4,2024-09-09,10,94,104
VPN,Raw,5,2024-09-09,6,66,72
VPN,Raw,1,2024-09-16,56,847,903
VPN,Raw,2,2024-09-16,16,273,289
VPN,Raw,3,2024-09-16,7,172,179
VPN,Raw,4,2024-09-16,4,127,131
VPN,Raw,5,2024-09-16,4,90,94
VPN,Raw,1,2024-09-23,69,892,961
VPN,Raw,2,2024-09-23,18,357,375
VPN,Raw,3,2024-09-23,10,190,200
VPN,Raw,4,2024-09-23,7,125,132
VPN,Raw,5,2024-09-23,6,87,93
VPN,Raw,1,2024-09-30,65,733,798
VPN,Raw,2,2024-09-30,17,270,287
VPN,Raw,3,2024-09-30,13,161,174
VPN,Raw,4,2024-09-30,6,119,125
VPN,Raw,5,2024-09-30,5,81,86
VPN,Raw,1,2024-10-07,70,681,751
VPN,Raw,2,2024-10-07,27,296,323
VPN,Raw,3,2024-10-07,17,149,166
VPN,Raw,4,2024-10-07,12,105,117
VPN,Raw,5,2024-10-07,9,72,81
VPN,Raw,1,2024-10-14,64,786,850
VPN,Raw,2,2024-10-14,28,295,323
VPN,Raw,3,2024-10-14,12,182,194
VPN,Raw,4,2024-10-14,5,114,119
VPN,Raw,5,2024-10-14,4,81,85
VPN,Raw,1,2024-10-21,56,758,814
VPN,Raw,2,2024-10-21,18,333,351
VPN,Raw,3,2024-10-21,10,193,203
VPN,Raw,4,2024-10-21,6,122,128
VPN,Raw,5,2024-10-21,4,88,92
VPN,Raw,1,2024-10-28,59,662,721
VPN,Raw,2,2024-10-28,21,275,296
VPN,Raw,3,2024-10-28,11,142,153
VPN,Raw,4,2024-10-28,4,102,106
VPN,Raw,5,2024-10-28,4,65,69
VPN,Raw,1,2024-11-04,76,768,844
VPN,Raw,2,2024-11-04,22,308,330
VPN,Raw,3,2024-11-04,6,195,201
VPN,Raw,4,2024-11-04,3,120,123
VPN,Raw,5,2024-11-04,2,92,94
VPN,Raw,1,2024-11-11,64,662,726
VPN,Raw,2,2024-11-11,23,224,247
VPN,Raw,3,2024-11-11,5,124,129
VPN,Raw,4,2024-11-11,3,80,83
VPN,Raw,5,2024-11-11,2,51,53
VPN,Raw,1,2024-11-18,63,616,679
VPN,Raw,2,2024-11-18,19,214,233
VPN,Raw,3,2024-11-18,9,133,142
VPN,Raw,4,2024-11-18,4,101,105
VPN,Raw,5,2024-11-18,3,71,74
VPN,Raw,1,2024-11-25,45,625,670
VPN,Raw,2,2024-11-25,18,241,259
VPN,Raw,3,2024-11-25,8,147,155
VPN,Raw,4,2024-11-25,5,106,111
VPN,Raw,5,2024-11-25,4,57,61
VPN,Raw,1,2024-12-02,56,548,604
VPN,Raw,2,2024-12-02,24,216,240
VPN,Raw,3,2024-12-02,9,125,134
VPN,Raw,4,2024-12-02,6,89,95
VPN,Raw,5,2024-12-02,4,65,69
VPN,Raw,1,2024-12-09,44,742,786
VPN,Raw,2,2024-12-09,19,264,283
VPN,Raw,3,2024-12-09,12,175,187
VPN,Raw,4,2024-12-09,8,140,148
VPN,Raw,5,2024-12-09,6,104,110
VPN,Raw,1,2024-12-16,45,645,690
VPN,Raw,2,2024-12-16,20,233,253
VPN,Raw,3,2024-12-16,9,141,150
VPN,Raw,4,2024-12-16,6,112,118
VPN,Raw,5,2024-12-16,5,83,88
VPN,Raw,1,2024-12-23,54,665,719
VPN,Raw,2,2024-12-23,27,239,266
VPN,Raw,3,2024-12-23,12,161,173
VPN,Raw,4,2024-12-23,8,130,138
VPN,Raw,5,2024-12-23,0,72,72
VPN,Raw,1,2024-12-30,45,846,891
VPN,Raw,2,2024-12-30,14,363,377
VPN,Raw,3,2024-12-30,8,206,214
VPN,Raw,4,2024-12-30,6,158,164
VPN,Raw,5,2024-12-30,3,85,88
VPN,Raw,1,2025-01-06,55,752,807
VPN,Raw,2,2025-01-06,16,327,343
VPN,Raw,3,2025-01-06,6,185,191
VPN,Raw,4,2025-01-06,3,131,134
VPN,Raw,5,2025-01-06,1,85,86
VPN,Raw,1,2025-01-13,71,1209,1280
VPN,Raw,2,2025-01-13,32,540,572
VPN,Raw,3,2025-01-13,19,342,361
VPN,Raw,4,2025-01-13,12,234,246
VPN,Raw,5,2025-01-13,9,152,161
VPN,Raw,1,2025-01-20,53,724,777
VPN,Raw,2,2025-01-20,24,282,306
VPN,Raw,3,2025-01-20,13,188,201
VPN,Raw,4,2025-01-20,7,140,147
VPN,Raw,5,2025-01-20,6,92,98
VPN,Raw,1,2025-01-27,68,962,1030
VPN,Raw,2,2025-01-27,20,368,388
VPN,Raw,3,2025-01-27,14,220,234
VPN,Raw,4,2025-01-27,9,184,193
VPN,Raw,5,2025-01-27,8,131,139
VPN,Raw,1,2025-02-03,61,1001,1062
VPN,Raw,2,2025-02-03,22,416,438
VPN,Raw,3,2025-02-03,14,287,301
VPN,Raw,4,2025-02-03,9,227,236
VPN,Raw,5,2025-02-03,5,141,146
VPN,Raw,1,2025-02-10,67,1054,1121
VPN,Raw,2,2025-02-10,24,436,460
VPN,Raw,3,2025-02-10,12,260,272
VPN,Raw,4,2025-02-10,8,192,200
VPN,Raw,5,2025-02-10,3,114,117
VPN,Raw,1,2025-02-17,82,1438,1520
VPN,Raw,2,2025-02-17,39,696,735
VPN,Raw,3,2025-02-17,25,471,496
VPN,Raw,4,2025-02-17,19,373,392
VPN,Raw,5,2025-02-17,9,218,227
VPN,Raw,1,2025-02-24,67,1267,1334
VPN,Raw,2,2025-02-24,33,590,623
VPN,Raw,3,2025-02-24,21,346,367
VPN,Raw,4,2025-02-24,10,244,254
VPN,Raw,5,2025-02-24,9,162,171
VPN,Raw,1,2025-03-03,59,824,883
VPN,Raw,2,2025-03-03,25,367,392
VPN,Raw,3,2025-03-03,16,193,209
VPN,Raw,4,2025-03-03,10,112,122
VPN,Raw,5,2025-03-03,9,92,101
VPN,Raw,1,2025-03-10,47,741,788
VPN,Raw,2,2025-03-10,18,342,360
VPN,Raw,3,2025-03-10,12,211,223
VPN,Raw,4,2025-03-10,5,154,159
VPN,Raw,5,2025-03-10,3,113,116
VPN,Raw,1,2025-03-17,63,667,730
VPN,Raw,2,2025-03-17,14,261,275
VPN,Raw,3,2025-03-17,10,146,156
VPN,Raw,4,2025-03-17,4,99,103
VPN,Raw,5,2025-03-17,2,68,70
VPN,Raw,1,2025-03-24,47,643,690
VPN,Raw,2,2025-03-24,14,261,275
VPN,Raw,3,2025-03-24,10,170,180
VPN,Raw,4,2025-03-24,7,110,117
VPN,Raw,5,2025-03-24,5,83,88
VPN,Raw,1,2025-03-31,54,775,829
VPN,Raw,2,2025-03-31,25,342,367
VPN,Raw,3,2025-03-31,15,220,235
VPN,Raw,4,2025-03-31,10,151,161
VPN,Raw,5,2025-03-31,3,87,90
VPN,Raw,1,2025-04-07,51,597,648
VPN,Raw,2,2025-04-07,15,227,242
VPN,Raw,3,2025-04-07,8,129,137
VPN,Raw,4,2025-04-07,5,87,92
VPN,Raw,5,2025-04-07,1,57,58
VPN,Raw,1,2025-04-14,70,771,841
VPN,Raw,2,2025-04-14,30,333,363
VPN,Raw,3,2025-04-14,15,206,221
VPN,Raw,4,2025-04-14,10,146,156
VPN,Raw,5,2025-04-14,7,108,115
VPN,Raw,1,2025-04-21,51,921,972
VPN,Raw,2,2025-04-21,21,393,414
VPN,Raw,3,2025-04-21,10,236,246
VPN,Raw,4,2025-04-21,6,150,156
VPN,Raw,5,2025-04-21,5,115,120
VPN,Raw,1,2025-04-28,37,572,609
VPN,Raw,2,2025-04-28,15,227,242
VPN,Raw,3,2025-04-28,11,124,135
VPN,Raw,4,2025-04-28,3,89,92
VPN,Raw,5,2025-04-28,2,62,64
VPN,Raw,1,2025-05-05,46,558,604
VPN,Raw,2,2025-05-05,12,225,237
VPN,Raw,3,2025-05-05,9,142,151
VPN,Raw,4,2025-05-05,7,87,94
VPN,Raw,5,2025-05-05,4,52,56
VPN,Raw,1,2025-05-12,48,713,761
VPN,Raw,2,2025-05-12,20,307,327
VPN,Raw,3,2025-05-12,13,186,199
VPN,Raw,4,2025-05-12,4,127,131
VPN,Raw,5,2025-05-12,3,85,88
VPN,Raw,1,2025-05-19,52,581,633
VPN,Raw,2,2025-05-19,22,223,245
VPN,Raw,3,2025-05-19,10,129,139
VPN,Raw,4,2025-05-19,3,93,96
VPN,Raw,5,2025-05-19,3,71,74
VPN,Raw,1,2025-05-26,43,665,708
VPN,Raw,2,2025-05-26,14,308,322
VPN,Raw,3,2025-05-26,7,211,218
VPN,Raw,4,2025-05-26,5,164,169
VPN,Raw,5,2025-05-26,3,110,113
VPN,Raw,1,2025-06-02,61,744,805
VPN,Raw,2,2025-06-02,20,310,330
VPN,Raw,3,2025-06-02,11,181,192
VPN,Raw,4,2025-06-02,7,107,114
VPN,Raw,5,2025-06-02,4,75,79
VPN,Raw,1,2025-06-09,42,597,639
VPN,Raw,2,2025-06-09,12,295,307
VPN,Raw,3,2025-06-09,4,188,192
VPN,Raw,4,2025-06-09,4,136,140
VPN,Raw,5,2025-06-09,4,108,112
VPN,Raw,1,2025-06-16,46,894,940
VPN,Raw,2,2025-06-16,17,449,466
VPN,Raw,3,2025-06-16,9,298,307
VPN,Raw,4,2025-06-16,8,241,249
VPN,Raw,5,2025-06-16,6,157,163
VPN,Raw,1,2025-06-23,68,964,1032
VPN,Raw,2,2025-06-23,20,395,415
VPN,Raw,3,2025-06-23,15,240,255
VPN,Raw,4,2025-06-23,8,187,195
VPN,Raw,5,2025-06-23,8,143,151
VPN,Raw,1,2025-06-30,48,782,830
VPN,Raw,2,2025-06-30,20,357,377
VPN,Raw,3,2025-06-30,10,227,237
VPN,Raw,4,2025-06-30,4,164,168
VPN,Raw,5,2025-06-30,0,86,86
VPN,Raw,1,2025-07-07,49,965,1014
VPN,Raw,2,2025-07-07,25,427,452
VPN,Raw,3,2025-07-07,14,232,246
VPN,Raw,4,2025-07-07,11,184,195
VPN,Raw,5,2025-07-07,10,132,142
VPN,Raw,1,2025-07-14,71,886,957
VPN,Raw,2,2025-07-14,31,441,472
VPN,Raw,3,2025-07-14,24,254,278
VPN,Raw,4,2025-07-14,15,179,194
VPN,Raw,5,2025-07-14,9,123,132
VPN,Raw,1,2025-07-21,114,1586,1700
VPN,Raw,2,2025-07-21,55,906,961
VPN,Raw,3,2025-07-21,34,563,597
VPN,Raw,4,2025-07-21,19,395,414
VPN,Raw,5,2025-07-21,16,331,347
VPN,Raw,1,2025-07-28,119,2736,2855
VPN,Raw,2,2025-07-28,54,1676,1730
VPN,Raw,3,2025-07-28,40,1197,1237
VPN,Raw,4,2025-07-28,27,873,900
VPN,Raw,5,2025-07-28,17,663,680
VPN,Raw,1,2025-08-04,107,2176,2283
VPN,Raw,2,2025-08-04,47,1170,1217
VPN,Raw,3,2025-08-04,17,790,807
VPN,Raw,4,2025-08-04,15,603,618
VPN,Raw,5,2025-08-04,11,440,451
VPN,Raw,1,2025-08-11,90,1895,1985
VPN,Raw,2,2025-08-11,40,1116,1156
VPN,Raw,3,2025-08-11,20,797,817
VPN,Raw,4,2025-08-11,16,616,632
VPN,Raw,5,2025-08-11,5,511,516
VPN,Raw,1,2025-08-18,85,2254,2339
VPN,Raw,2,2025-08-18,41,1435,1476
VPN,Raw,3,2025-08-18,23,1025,1048
VPN,Raw,4,2025-08-18,17,769,786
VPN,Raw,5,2025-08-18,14,604,618
VPN,Raw,1,2025-08-25,74,1612,1686
VPN,Raw,2,2025-08-25,30,814,844
VPN,Raw,3,2025-08-25,19,563,582
VPN,Raw,4,2025-08-25,15,364,379
VPN,Raw,5,2025-08-25,9,273,282
VPN,Raw,1,2025-09-01,72,1459,1531
VPN,Raw,2,2025-09-01,32,766,798
VPN,Raw,3,2025-09-01,16,513,529
VPN,Raw,4,2025-09-01,11,352,363
VPN,Raw,5,2025-09-01,5,276,281
VPN,Raw,1,2025-09-08,76,1483,1559
VPN,Raw,2,2025-09-08,36,738,774
VPN,Raw,3,2025-09-08,20,498,518
VPN,Raw,4,2025-09-08,13,332,345
VPN,Raw,5,2025-09-08,7,246,253
VPN,Raw,1,2025-09-15,81,1751,1832
VPN,Raw,2,2025-09-15,36,877,913
VPN,Raw,3,2025-09-15,17,531,548
VPN,Raw,4,2025-09-15,9,385,394
VPN,Raw,5,2025-09-15,7,281,288
VPN,Raw,1,2025-09-22,93,1401,1494
VPN,Raw,2,2025-09-22,40,717,757
VPN,Raw,3,2025-09-22,27,470,497
VPN,Raw,4,2025-09-22,13,344,357
VPN,Raw,5,2025-09-22,11,284,295
VPN,Raw,1,2025-09-29,84,1515,1599
VPN,Raw,2,2025-09-29,34,742,776
VPN,Raw,3,2025-09-29,27,478,505
VPN,Raw,4,2025-09-29,14,372,386
VPN,Raw,5,2025-09-29,10,278,288
VPN,Raw,1,2025-10-06,76,1285,1361
VPN,Raw,2,2025-10-06,34,599,633
VPN,Raw,3,2025-10-06,20,400,420
VPN,Raw,4,2025-10-06,14,275,289
VPN,Raw,5,2025-10-06,6,197,203
VPN,Raw,1,2025-10-13,52,1159,1211
VPN,Raw,2,2025-10-13,20,580,600
VPN,Raw,3,2025-10-13,12,384,396
VPN,Raw,4,2025-10-13,4,271,275
VPN,Raw,5,2025-10-13,4,212,216
VPN,Raw,1,2025-10-20,43,1072,1115
VPN,Raw,2,2025-10-20,15,476,491
VPN,Raw,3,2025-10-20,7,327,334
VPN,Raw,4,2025-10-20,4,241,245
VPN,Raw,5,2025-10-20,4,180,184
VPN,Classified,1,2021-11-01,0,3,3
VPN,Classified,2,2021-11-01,0,0,0
VPN,Classified,3,2021-11-01,0,0,0
VPN,Classified,4,2021-11-01,0,0,0
VPN,Classified,5,2021-11-01,0,0,0
VPN,Classified,1,2021-11-08,0,2,2
VPN,Classified,2,2021-11-08,0,2,2
VPN,Classified,3,2021-11-08,0,1,1
VPN,Classified,4,2021-11-08,0,1,1
VPN,Classified,5,2021-11-08,0,1,1
VPN,Classified,1,2021-11-15,1,0,1
VPN,Classified,2,2021-11-15,1,0,1
VPN,Classified,3,2021-11-15,1,0,1
VPN,Classified,4,2021-11-15,1,0,1
VPN,Classified,5,2021-11-15,0,0,0
VPN,Classified,1,2021-11-22,2,4,6
VPN,Classified,2,2021-11-22,2,2,4
VPN,Classified,3,2021-11-22,1,1,2
VPN,Classified,4,2021-11-22,1,1,2
VPN,Classified,5,2021-11-22,0,1,1
VPN,Classified,1,2021-11-29,0,3,3
VPN,Classified,2,2021-11-29,0,1,1
VPN,Classified,3,2021-11-29,0,1,1
VPN,Classified,4,2021-11-29,0,1,1
VPN,Classified,5,2021-11-29,0,1,1
VPN,Classified,1,2021-12-06,0,2,2
VPN,Classified,2,2021-12-06,0,1,1
VPN,Classified,3,2021-12-06,0,1,1
VPN,Classified,4,2021-12-06,0,0,0
VPN,Classified,5,2021-12-06,0,0,0
VPN,Classified,1,2021-12-13,0,10,10
VPN,Classified,2,2021-12-13,0,5,5
VPN,Classified,3,2021-12-13,0,5,5
VPN,Classified,4,2021-12-13,0,4,4
VPN,Classified,5,2021-12-13,0,2,2
VPN,Classified,1,2021-12-20,0,8,8
VPN,Classified,2,2021-12-20,0,1,1
VPN,Classified,3,2021-12-20,0,0,0
VPN,Classified,4,2021-12-20,0,0,0
VPN,Classified,5,2021-12-20,0,0,0
VPN,Classified,1,2021-12-27,0,3,3
VPN,Classified,2,2021-12-27,0,0,0
VPN,Classified,3,2021-12-27,0,0,0
VPN,Classified,4,2021-12-27,0,0,0
VPN,Classified,5,2021-12-27,0,0,0
VPN,Classified,1,2022-01-03,0,2,2
VPN,Classified,2,2022-01-03,0,1,1
VPN,Classified,3,2022-01-03,0,1,1
VPN,Classified,4,2022-01-03,0,0,0
VPN,Classified,5,2022-01-03,0,0,0
VPN,Classified,1,2022-01-10,1,19,20
VPN,Classified,2,2022-01-10,0,6,6
VPN,Classified,3,2022-01-10,0,2,2
VPN,Classified,4,2022-01-10,0,0,0
VPN,Classified,5,2022-01-10,0,0,0
VPN,Classified,1,2022-01-17,1,22,23
VPN,Classified,2,2022-01-17,0,8,8
VPN,Classified,3,2022-01-17,0,4,4
VPN,Classified,4,2022-01-17,0,2,2
VPN,Classified,5,2022-01-17,0,2,2
VPN,Classified,1,2022-01-24,1,3,4
VPN,Classified,2,2022-01-24,1,1,2
VPN,Classified,3,2022-01-24,1,1,2
VPN,Classified,4,2022-01-24,1,0,1
VPN,Classified,5,2022-01-24,1,0,1
VPN,Classified,1,2022-01-31,0,8,8
VPN,Classified,2,2022-01-31,0,2,2
VPN,Classified,3,2022-01-31,0,2,2
VPN,Classified,4,2022-01-31,0,2,2
VPN,Classified,5,2022-01-31,0,0,0
VPN,Classified,1,2022-02-07,0,6,6
VPN,Classified,2,2022-02-07,0,3,3
VPN,Classified,3,2022-02-07,0,3,3
VPN,Classified,4,2022-02-07,0,3,3
VPN,Classified,5,2022-02-07,0,2,2
VPN,Classified,1,2022-02-14,0,8,8
VPN,Classified,2,2022-02-14,0,3,3
VPN,Classified,3,2022-02-14,0,2,2
VPN,Classified,4,2022-02-14,0,2,2
VPN,Classified,5,2022-02-14,0,2,2
VPN,Classified,1,2022-02-21,0,3,3
VPN,Classified,2,2022-02-21,0,1,1
VPN,Classified,3,2022-02-21,0,1,1
VPN,Classified,4,2022-02-21,0,1,1
VPN,Classified,5,2022-02-21,0,1,1
VPN,Classified,1,2022-02-28,0,7,7
VPN,Classified,2,2022-02-28,0,3,3
VPN,Classified,3,2022-02-28,0,1,1
VPN,Classified,4,2022-02-28,0,0,0
VPN,Classified,5,2022-02-28,0,0,0
VPN,Classified,1,2022-03-07,0,12,12
VPN,Classified,2,2022-03-07,0,5,5
VPN,Classified,3,2022-03-07,0,2,2
VPN,Classified,4,2022-03-07,0,2,2
VPN,Classified,5,2022-03-07,0,2,2
VPN,Classified,1,2022-03-14,0,4,4
VPN,Classified,2,2022-03-14,0,2,2
VPN,Classified,3,2022-03-14,0,1,1
VPN,Classified,4,2022-03-14,0,1,1
VPN,Classified,5,2022-03-14,0,0,0
VPN,Classified,1,2022-03-21,1,4,5
VPN,Classified,2,2022-03-21,0,3,3
VPN,Classified,3,2022-03-21,0,0,0
VPN,Classified,4,2022-03-21,0,0,0
VPN,Classified,5,2022-03-21,0,0,0
VPN,Classified,1,2022-03-28,0,6,6
VPN,Classified,2,2022-03-28,0,3,3
VPN,Classified,3,2022-03-28,0,2,2
VPN,Classified,4,2022-03-28,0,2,2
VPN,Classified,5,2022-03-28,0,2,2
VPN,Classified,1,2022-04-04,0,3,3
VPN,Classified,2,2022-04-04,0,1,1
VPN,Classified,3,2022-04-04,0,1,1
VPN,Classified,4,2022-04-04,0,1,1
VPN,Classified,5,2022-04-04,0,1,1
VPN,Classified,1,2022-04-11,2,2,4
VPN,Classified,2,2022-04-11,2,0,2
VPN,Classified,3,2022-04-11,0,0,0
VPN,Classified,4,2022-04-11,0,0,0
VPN,Classified,5,2022-04-11,0,0,0
VPN,Classified,1,2022-04-18,0,6,6
VPN,Classified,2,2022-04-18,0,4,4
VPN,Classified,3,2022-04-18,0,3,3
VPN,Classified,4,2022-04-18,0,2,2
VPN,Classified,5,2022-04-18,0,1,1
VPN,Classified,1,2022-04-25,0,0,0
VPN,Classified,2,2022-04-25,0,0,0
VPN,Classified,3,2022-04-25,0,0,0
VPN,Classified,4,2022-04-25,0,0,0
VPN,Classified,5,2022-04-25,0,0,0
VPN,Classified,1,2022-05-02,1,12,13
VPN,Classified,2,2022-05-02,0,4,4
VPN,Classified,3,2022-05-02,0,2,2
VPN,Classified,4,2022-05-02,0,1,1
VPN,Classified,5,2022-05-02,0,0,0
VPN,Classified,1,2022-05-09,1,4,5
VPN,Classified,2,2022-05-09,1,2,3
VPN,Classified,3,2022-05-09,1,2,3
VPN,Classified,4,2022-05-09,1,2,3
VPN,Classified,5,2022-05-09,0,0,0
VPN,Classified,1,2022-05-16,1,4,5
VPN,Classified,2,2022-05-16,0,1,1
VPN,Classified,3,2022-05-16,0,0,0
VPN,Classified,4,2022-05-16,0,0,0
VPN,Classified,5,2022-05-16,0,0,0
VPN,Classified,1,2022-05-23,2,6,8
VPN,Classified,2,2022-05-23,1,4,5
VPN,Classified,3,2022-05-23,1,2,3
VPN,Classified,4,2022-05-23,1,0,1
VPN,Classified,5,2022-05-23,0,0,0
VPN,Classified,1,2022-05-30,0,2,2
VPN,Classified,2,2022-05-30,0,2,2
VPN,Classified,3,2022-05-30,0,0,0
VPN,Classified,4,2022-05-30,0,0,0
VPN,Classified,5,2022-05-30,0,0,0
VPN,Classified,1,2022-06-06,0,7,7
VPN,Classified,2,2022-06-06,0,2,2
VPN,Classified,3,2022-06-06,0,0,0
VPN,Classified,4,2022-06-06,0,0,0
VPN,Classified,5,2022-06-06,0,0,0
VPN,Classified,1,2022-06-13,0,9,9
VPN,Classified,2,2022-06-13,0,4,4
VPN,Classified,3,2022-06-13,0,4,4
VPN,Classified,4,2022-06-13,0,1,1
VPN,Classified,5,2022-06-13,0,1,1
VPN,Classified,1,2022-06-20,0,3,3
VPN,Classified,2,2022-06-20,0,1,1
VPN,Classified,3,2022-06-20,0,1,1
VPN,Classified,4,2022-06-20,0,1,1
VPN,Classified,5,2022-06-20,0,1,1
VPN,Classified,1,2022-06-27,1,2,3
VPN,Classified,2,2022-06-27,0,2,2
